,movie_id,link,review
12,tt0056142,/review/rw1021409/?ref_=tt_urv,"Any insults and accusations hurled against this beloved movie will fall on deaf ears with me. Admittedly, I am somewhat biased in favor of this entertaining monster romp because it was a regular television staple all during my childhood while I was growing up. It's one of the most enjoyable giant monster movies Toho Studios ever made, and it's certainly one of the best Godzilla films of all. It can be silly, it can be jokey, and it's also a hell of a lot of fun."
13,tt0056142,/review/rw0077751/?ref_=tt_urv,"Godzilla escapes from an ice berg and King Kong is found on an island that has lots of kick ass berries on it which the natives grind into a juice for Kong to drink. After throwing boulders at a giant octopus and drinking the juice, Kong falls asleep and the local Japanese TV guys ""ape nap"" him and bring him back to Japan so their boss can exploit the big monkey for all he's worth. But en route, the Japanese government order the TV guys to send Kong back his home island because they've got enough problems with Godzilla as it is, they don't need a giant monkey on the rampage as well. Kong escapes and this leads to the inevitable clash of titans as Godzilla battles Kong for the right to demolish Tokyo."
14,tt0056142,/review/rw0077718/?ref_=tt_urv,"This movie was the most profitable of the Godzilla series. He battles King Kong, the Eighth Wonder of the World. The battle is like one between a wrestling match. The crunching and crushing of buildings are a work of special effects genius by Eiji Tsuburaya and Akira Ifukube gave a moving and super music score, introducing one of his familiar Godzilla themes that would be later heard in the many Godzilla movies that follow. "
15,tt0056142,/review/rw2048924/?ref_=tt_urv,"One of the biggest hits of all time ,""King Kong vs. Godzilla""!! Well, Toho style. Seriously, this is the highest grossing G-film ever, of course due to Godzilla's equally popular foe. or the third installment, all four fathers were brought in: Ishiro Honda (director), Tomiyuki Tanaka (producer), Eiji Tsubaraya (SFX) and Akira Ifukube (composer). Hauro Nakijima returns to play Godzilla, as he would until ""Godzilla vs. Megalon"" in 1973. but the screenplay was provided by the man who would do so for another eight films: Shinchi Sekizawa. I think he did a great job, and Godzilla still isn't a hero here, but the villain. Yes!!! Cutie Akikko Wakabayashi stars, along with Jun Tazki and other notable G- actors and the performances are excellent. The first new version of Godzilla appears, looking more reptilian and having lost the distinctive ears. A fantastic suit with an excellent heat ray. Kong, well let's just say that I always thought his face needed a good plastic surgeon. Plus the weird floppy arms, but overall the suit isn't terrible (just barely decent enough to get the job done). This one is one of my favorites due to the action. As a young child, and to this day, I love it! Godzilla's entrance is probably one of the coolest ever, debunking the notion of him always emerging from the sea. His rampage scenes are well done and Tsubaraya knew what he was doing. Kong and Godzilla's first meet was exciting but I never liked how the ape attacks Tokyo instead of Godzilla. "
16,tt0235608,/review/rw3330737/?ref_=tt_urv,"Batgirl is a rich woman that fights crime disguised with a mask in order to hide her secret identity. OK, you know that story, it's the same as Batman's. Indeed, her mask, cloak and car are very similar to the ones that Adam West wears and uses in the classic TV series. Though, this Batgirl is neither Barbara Gordon, commissioner Gordon's daughter, nor any other heroine created by DC Comics. This one is a Mexican pro wrestler! You can call her ""Mujer Murciélago"", ""Bat Woman"" in Spanish. Few people knows the true identity of this marvelous crime fighter who lives in Mexico City and works as a special agent for the police. As many luchadores are being mysteriously murdered in Acapulco, local police calls a special agent who contacts her as a partner to solve the case. Off course this is not a great film and does not have an innovative plot, but it is certainly not bad either. As a matter of fact, it is not very different from the stories of Batman's adventures from the 60's, as it is intended to get a ride in its success, although it is much less campy than Batman & Robin series or feature movie from that decade. In Mexican ""La Mujer Murciélago"", there is an archvillain who is a mad scientist with a dire laugh who lives in a yacht called Reptilicus - very cartoonish, isn't it? Guess what is the name of his assistant: Igor, the same used in many Frankenstein films! During the movie, the mad scientist, Dr. Williams, acquires a Two-Face appearance while fighting Batgirl, but not the coin-flipping craziness. While analyzing this movie, it is unavoidable to mention that Maura Monti, the Italian actress who portrays the heroine with big breasts and long eyelashes, is extremely beautiful. Unsurprisingly, there is some exploitation in the movie, showing her in bikini very often - yes, a masked Batgirl in bikini! -, but at least there are no nude or sex scenes, which are common in sexploitation B movies. The masked heroine, besides her wrestling skills, is also a super athlete and a diver. She also has gadgets and is very clever, like Adam West's Batman, being able to find solutions unrelated to her fighting and athletic abilities. Among the movie's flaws, I may mention that soundtrack is very bad and acting is not the most inspired. Piscis, the amphibious monster created by Dr. Williams, is quite ridiculous (though, not more than the monsters from Japanese ""tokusatsu"" and ""super sentai"" TV shows), basically a red version of the Sleestak from ""Land of the Lost"". The stuntwoman in the wrestling scenes has a very different body from Maura Monti, not convincing that she is the same person, in spite of the face being hidden by the mask. And the last but not least: come on, it is nonsense that a super heroine screams and faints in panic when she sees the monster (who she had already known!)! The final scene is also silly and sexist, but the film is overall amusing, much better than one may initially expect."
17,tt0235608,/review/rw0706935/?ref_=tt_urv,This is one strange little movie.Happened to pick up an english subtitled version of this one.It is known as Batwoman and was released during the Batman craze.Somehow DC comics didn't sue for the use of the name. Maybe because it was never really released in the USA.
18,tt0235608,/review/rw5858067/?ref_=tt_urv,"Yes, there was already Jerry Warren's The Wild World of Batwoman back in 1966, but now Rene Cardona is on the job. Yes, the same man who made Santa Claus and Night of the Bloody Apes, so you know that this movie is going to be chock full of completely baffling plot points, lots of surgery scenes and no short amount of lucha libre."
19,tt0235608,/review/rw8280405/?ref_=tt_urv,"Greetings And Salutations, and welcome to my review of The Batwoman; here's the breakdown of my ratings:"
20,tt3522806,/review/rw3536866/?ref_=tt_urv,"Apparently Hollywood is completely out of ideas. How else to explain this film? You have a ""retired"" assassin/sniper/martial arts master who is living a quiet life, and doesn't want to be called back into service. A government agent/former friend/former enemy blackmails/coerces him into returning to do some evil deeds, but he will be killing evil doers/assassins/nasty government types so he can stay a hero. Along comes a pretty girl that gets sucked into the plot, they fall in love/have sex/exchange witty barbs, and before long her life is in peril. The hero stabs/shoots/kicks/hangs/blows up and otherwise creates mayhem, and no one else in his path can shoot, throw a knife, or otherwise match his skills. Lots of stuff gets blown up and lots of people get killed, and it all takes place in exotic locations. The hero and the girl get together in the final scene."
21,tt3522806,/review/rw3665365/?ref_=tt_urv,"This film tells the story of an invincible international assassin, who is forced to kill three targets who are very hard to get near, and very heavily protected. If he doesn't look these people within a certain time frame, his female acquaintance will be in danger."
22,tt3522806,/review/rw3584513/?ref_=tt_urv,"Jason Statham's ""mechanic"" character named Bishop is called out of a peaceful retirement in Rio de Janeiro when an old adversary blackmails him into accepting three high-risk ""assignments."" The film is well-paced with well-choreographed action sequences. Jessica Alba is good as the romantic interest, a sensitive humanitarian who is being held hostage by the film's villain named Crain."
23,tt3522806,/review/rw7090025/?ref_=tt_urv,"The story makes zero sense. The disregard for basic logic such as geographical distances or a woman not wearing the same dress for 3 days just went too far. The swimming pool is awesome, we see the mechanic showing off his swimming and diving skills, but boy, was that a dumb movie. The love story is very forced. The characters are so cliche. And the action ultimately underwhelming."
24,tt2334879,/review/rw3425413/?ref_=tt_urv,"WHITE HOUSE DOWN is a film with myriad problems. It's directed by Roland Emmerich for once, a guy known for his less than stellar effects films like 2012 and GODZILLA, although once in a while he makes something like INDEPENDENCE DAY to make up for the bad stuff. It has some terrible CGI effects of helicopters in particular. It's a 12 certificate movie, which means that although violent it's not realistically violent. It's overlong. Channing Tatum, despite being a hot property in Hollywood, is wooden beyond belief. And, as with many Hollywood blockbusters, the writers have to shoehorn one of those annoying teenage characters into the storyline."
25,tt2334879,/review/rw2921261/?ref_=tt_urv,"I'll never fully understand why people flock to films like ""Iron Man I-III"" and then completely ignore a fun action film like ""White House Down"". After reading so many bad reviews, I started watching Emmerich's latest noise-opera only because I wanted to get tired enough to go to bed. I had planned to watch the first 5 minutes and to then fast forward through the rest of the film and have a quick look at the expensive special effects. Never did I expect to actually enjoy myself - and yet I did. In fact, I enjoyed myself so much that I couldn't stop watching for the entire 2 hours, and I didn't even get up to go to the bathroom. Right from the start I realized that this movie doesn't take itself too seriously and that this is Emmerich having fun (destroying the White House - if you count freezing it - for the fourth time). But despite all the silliness and the tongue-in-cheek moments, this is a suspenseful ride which never lets up and kept me hooked the entire time. There are quite a few unexpected twists and turns along the way, and the wonderful supporting cast (James Woods, Richard Jenkins and Jason Clarke, to name a few) keep even the most clichéd characters fun and interesting. So my verdict: Great, silly, cheesy action film! Suspend your disbelief and you will have one hell of a good time. I rate it 7 out of 10."
26,tt2334879,/review/rw2825429/?ref_=tt_urv,A bunch of terrorists attack and (way too easily) occupy the White House. Cale (Channing Tatum) is there with his 11 year old daughter Emily (Joey King). Through circumstances Cale saves President Sawyer (Jamie Foxx) from being killed and they try to figure a way to beat the terrorists and save the White House.
27,tt2334879,/review/rw7960963/?ref_=tt_urv,"Interestingly, in a space of just three months, 2013 saw the release of two films with the same premise: 'White House Down', and 'Olympus has Fallen'. Which one did you enjoy more?"
28,tt0092675,/review/rw3383096/?ref_=tt_urv,"Bloodsport (1988) is my favorite action Van Damme movie. It was the first movie I ever saw about Van Damme that introduced me in to his movies. This is the film I grew up with it, I have first see it, when I was 8 years old! I love this movie to death! In my opinion is Van Damme's best martial arts film! Beside Hard Target, Bloodsport is one of his best movies till date. I Love it so much. Best martial arts movie, is never boring, is fast and entertaining and It is awesome seriously. And I still love it today, Bloodsport also introduced me in to martial arts. Jean Claude Van Damme's Bloodsport is still today it's best. After this movie there were a few copycat movies that copy the idea from this movie. Like were Bloodfight (1989) with Bolo Yeung returning, with the same name, but playing different character from the Bloodsport and Bloodfist (1989) with World Kickboxing champion Don ""The Dragon"" Wilson. I also love the music from this movie lately it helps me a lot the song ""On My Own - Alone"", I also love the song ""Fight to Survive""."
29,tt0092675,/review/rw4893232/?ref_=tt_urv,"When it debuted, ""Bloodsport"" was to have been a story of the famed martial artist and miltary hero, Frank Dux. According to Dux, he won the ultra-secret 'Kumite'...a no holds barred martial arts international competition. He also was a top secret operative for the military and went on all sorts of scary missions in various countries. Unfortunately, pretty much none of Dux's claims turned out to be true! However, I assume no one other than Dux knew it at the time AND the star of ""Bloodsport"", Jean-Claude Van Damme, was no phony--having been a very accomplished full-contact fighter with championships to his credit. So, while the story turns out to be a load of crap, you cannot fault Van Damme and it's among his best films."
30,tt0092675,/review/rw1079043/?ref_=tt_urv,"I had never seen a van Damme-movie before this one. And oh boy, I was surprised in a really positive way. The best thing about this movie is that it's from the 80's. That means really GREAT music, and in this movie, the music makes up a really magnificent atmosphere for the viewer through the whole film. Of course, the fighting is good. It's not just good, it's great. It was really exciting to see different fighting styles from all over the world. And Bolo Yeung did a really great job as the villain. He barely talks, but shows with his behavior that he is Mr. ruthless himself. The final fight with van Dammes trademark, the 360-kick, shown several times in slow motion, is a feast for the eye. Hong Kong is the location for the movie, and the city fits perfectly for it. Enjoy!"
31,tt0092675,/review/rw0241881/?ref_=tt_urv,This is one of the great movies of the 80s in MY collection that I think about all the time. 
32,tt0087998,/review/rw0214628/?ref_=tt_urv,"This movie has a bigger cult following than many might think, and I am proud to say I am part of it. I see this film in the ballpark of ""The Evil Dead"", ""Re-Animator"", ""Bad Taste"", and many other classics of splatter legend. I don't feel the need to criticize the acting (unless you count the first two hapless victims), and this is because this movie does what most movies don't with their characters: it makes them REAL people. The fantastic elements blend beautifully with the boring, frustrating mess of most people's everyday life. Still, this is a fun b-movie, which means instead of depressing us with the real-life stuff, it puts some humorous spins on it. The gore and creature FX are amazing. Don't let that R rating fool you, this is one HARD R, so those with weak stomachs need not apply. The creature FX I was amazed by most of all. I would love to know how they did this with such a low budget! Everything in this looks extremely vivid and real (with the exception of some amateurish backgrounds at the beginning and end that are obviously pictures somebody painted or whatever). Even the computer cartoons of ""Jurassic Park"" do not hold a candle to these creature FX in the least. This is definitely one of the greatest indie/sci-fi/horror/splatter films ever, and I do wonder why it hasn't got the kind of recognition that movies like ""Evil Dead"" have (no big-budget sequels maybe?). As for those who call ""Parasite"" a sequel to this, I don't get it. Not only is this a film far more superior to ""Parasite"" and was seemingly made by totally different people, there is absolutely no way to connect them unless you're talking genre-wise. ""Parasite"" is in the far-off future, this one's in the present. ""Parasite"" is about genetically engineered creatures, this one's about space aliens. This one has a sense of humor. ""Parasite"" doesn't. In any case, I love ""Return of the Aliens: The Deadly Spawn"" (no matter what title it's under) for it is the classic that ""Parasite"" should have been and much, much more."
33,tt0087998,/review/rw0214627/?ref_=tt_urv,"Extremely low budget, but lively sci-fi horror movie about a group of people trapped in a house full of toothy extraterrestrial monsters, hatched from a fallen meteorite, which look like a cross between a giant salamander and H.R. Giger's creation from the ALIEN movies. "
34,tt0087998,/review/rw0214629/?ref_=tt_urv,"For some it's probably criminally easy to dismiss a movie like this just because of it's low budget, but ""The Deadly Spawn"" was somewhat of a cult-hit in it's day and it's easy to see why. The make-up-effects are quite good for a movie this cheap (reportedly it cost just $ 20,000 and ended up making millions), and writer/director Douglas McKeown actually takes time building characters before he lets them die gory deaths (moahahaha)."
35,tt0087998,/review/rw3849846/?ref_=tt_urv,"""The Deadly Spawn"" is a classic example of a horror flick made on a shoestring budget which is nevertheless worth watching due to the ingenuity of its creators."
36,tt0122037,/review/rw2175392/?ref_=tt_urv,"It's fair to say I've earned my stripes in regard to zombie movies. Through the course I've taken to delve deep into horror, I've seen countless titles given the highest honors to the lowest scum-of-the- earth production values cinema has ever witnessed. From A to Z grade, however, there stands a few shining stars that are worth discussing. ""The Dead Pit"" is one of these last glimmers of hope. Brett Leonard, the man responsible for both writing and directing 1992's ""The Lawnmower Man,"" made his directorial debut with this undead feature; he did a fine job in presenting it."
37,tt0122037,/review/rw4070598/?ref_=tt_urv,"THE DEAD PIT is a low budget zombie splatter movie given the high definition treatment by the Code Red DVD company. They've got their hands on the unrated version which is full of extra gore scenes including graphic scenes of brain surgery and the like. The setting is a creepy mental hospital where a mad doctor was entombed in the basement after doing illegal experiments on his patients. In the present day, an earthquake sees him released to carry on his crazy business once more. Sure, this low budget production is rough around the edges and highly cheesy, with ham acting throughout, but it's also quite amusing. The exploitation value is high, as evinced in a scene in which a woman is sprayed with a water hose which manages to rip off her top. She also spends half the running time running around in her underwear. The emphasis, however, is on the bloodshed and it flows quite freely here. There are slasher-style murders (seemingly inspired by DRILLER KILLER at times), zombie attacks, and the aforementioned mutilation and surgery. It's too cheesy to be affecting, but it is fun."
38,tt0122037,/review/rw6051113/?ref_=tt_urv,"At a state mental hospital, the deranged Dr. Colin Ramzi (Danny Gochnauer) carries out unethical, illegal, and 100% lethal brain experiments. He then stashes his victims in the pit of the title. Thankfully, he's stopped by a bullet through his head and secretly entombed in the same pit."
39,tt0122037,/review/rw5641777/?ref_=tt_urv,"Fun insane zombie crossed mad doctor style late 80s low-budget horror with hazy atmospheric lighting of illuminating blues and an otherworldly music score sure to drive anyone crazy. Think along the lines of someone banging pots and in doing so, capturing the suffocating madness of the institute. One of those - forget about making sense of it too, as with little thought in its narrative and visuals, it's hellish abandonment throws everything at you, but the kitchen sink."
40,tt0069792,/review/rw0127481/?ref_=tt_urv,"As I watched this low budget film I came to realize that while it is exploitation, it's still a story of an angry man that deep down wanted respect from those close to him. The film starts out with a young kid in 1953 Harlem who makes money giving shoe shines and gets involved in a mob hit and is told to take a package to a building to a bad cop named McKinney (Art Lund). McKinney accuses the kid of stealing money from him and is beaten badly until he has a broken leg. Fast forward to the mid 60's and young Tommy Gibbs (Fred Williamson) is now a grown man and executes a mob hit on his own and tells a mafioso named Cardoza (Val Avery) that he's responsible and wants in with the mob and just wants to run an area in Harlem. He rises in power and has some important log books with all the information on important people on the take. He has a girl named Helen (Gloria Hendry) but doesn't have the sophistication to keep her. Finally the mob decides to get rid of him and now he's the target! This film was directed by Larry Cohen (It's Alive!) who is a veteran of low budget efforts and the film is benefited by his experience. The film is actually shot on location in Harlem and in several shots you can see people staring at the camera. Also, the Apollo Theater is seen as the camera pans the street. While this is another version of ""Little Caesar"" there is an aspect of the story that I found very well handled and it was the scenes where Tommy Gibbs is feeling betrayed and alone. One scene in particular that stands out is at his mothers funeral and he asks his father if he's all right. What adds to these scenes is the effective use of music that helps establish the mood of the film and these scenes in particular. The music is by James Brown and Barry DeVorzon. Even with limited funds and some poorly dubbed dialogue can't detract from the emotions in parts of this film. Fred Williamson is a former football player and his acting experience was very limited so his performance is even more impressive to watch. The guy has natural charisma on screen but he also shows that he can bare his emotions like any good actor. If you like these types of films than this is one of the classics of its genre. As much fun as it was to watch Williamson smear shoe polish on Lund and make him sing ""Mammy"" the film has more to offer than that. The scenes of Williamson's character feeling alone and betrayed along with the good music score are what make this film stand out from the others of its kind. Classic exploitation."
41,tt0069792,/review/rw4448212/?ref_=tt_urv,"In 1953, the delinquent teenager Tommy is raised in Harlem in a period of a racist American society. When he grows up, he becomes a hitman (Fred Williamson) working for the Italian mafia. When he steals accounting ledgers from the mafia, he becomes a powerful kingpin in Harlem, keeping the mobsters and the dirty police commissary McKinney (Art Lund) under his control. But his fall begins when he learns that his mistress Helen (Gloria Hendry) is betraying him with his best friend."
42,tt0069792,/review/rw2973738/?ref_=tt_urv,"This review's title obviously refers to a famous Julius Caesar quote, and personally I think the greatest thing about ""Black Caesar"" is the subtle title reference towards the great historical leader. I deliberately state ""subtle"" reference, because the name itself isn't mentioned anywhere throughout the entire film, but the similarities between protagonist Tommy Gibbs and the Roman emperor are clever and relevant. Tommy also builds his own way to the top; in this case the conquering of a mafia empire that quickly becomes as over sized, cluttered and unmanageable as the Roman Empire. His methods are also merciless and strategic, but he also gradually transforms into a dictator feared by his loved ones as well as the target of conspiracies and assassination attempts. I don't know about you, but I think it's quite an ambitious and intelligent concept for a supposedly simple and low-budgeted piece of 70's exploitation trash! That being said, I have to admit that I nevertheless expected even more from this blaxploitation classic. I'm certainly not an expert in this domain, but I've seen the most important ones (""Across 110th Street"", ""Ganja & Hess""), the most outrageously entertaining ones (""Foxy Brown"", ""Truck Turner"") and the passable ones (""JD's Revenge"", ""Blackenstein""). ""Black Caesar"" somewhat balances between the first two categories, as the script isn't solid enough to be important and not cool enough to be outrageously entertaining. Basically it's just Fred Williamson looking mean and shooting white mobsters in the chest so that he can take their place in the New York gangster hierarchy. During this process he abuses and scares off the people he initially wanted to protect, like his mother and childhood friend. The film features too many dull parts and repetitive sequences. Every conflict is solved with a bullet and end with a close up of a dead body covered in thick and bright red blood syrup. The most memorable sequences include the intro, with a teenage Tommy enrolling the criminal life, a virulent taxi/on foot chase in busy NY streets and a sadist final confrontation between Tommy and his nemesis. Other terrific elements for exploitation fanatics to enjoy are the swinging soundtrack (with James Brown's unique voice) and authentically raw and gritty set pieces. Williamson is excellent, of course, but Art Lund gives an even more impressive performance as the disgustingly corrupt cop McKinney. Larry Cohen's direction is uneven, but it was one of the first ventures of this multi-talented and versatile cult genius. There's a sequel entitled ""Hell Up in Harlem""."
43,tt0069792,/review/rw2994391/?ref_=tt_urv,"Having grown up in extreme poverty in New York City and seeing firsthand the corruption, racism and criminal activity of those in law enforcement, ""Tommy Gibbs"" (Fred Williamson) decides that he wants to rise to the top and doesn't care what it takes. So he murders a mobster in cold blood to ingratiate himself with a rival kingpin and for this is allowed to set up his own small operation in an unprofitable part of Harlem. What follows is a steady rise to power helped in great measure by his obtaining some ledgers which list all of the corrupt politicians and the payments made to them under the table. Now, as far as a ""blaxploitation film"" is concerned this one wasn't too bad. Fred Williamson performed decently enough but my main concern was that it seemed like the sum didn't equal the parts. To be more specific, there were some very good scenes but they weren't connected very well. All in all then it wasn't a bad film and those who enjoy movies in this genre might like this one too. I rate it as average."
44,tt0098157,/review/rw1802458/?ref_=tt_urv,"Just because this film bears a typically Troma-like title, and features the Troma logo on the packaging, don't make the mistake of thinking it is a Troma productionbecause it isn't."
45,tt0098157,/review/rw0274450/?ref_=tt_urv,"Apparently Belgium produces something other than chocolate; crap movies. This little gem was picked up by Troma, and it's easy to see why. Every character is nasty, and the makers have enough bad taste (and, dare I say it, guts?) to not only have a child killed, but dismembered. You don't see that in a lot of american movies. The make-up and gore effects are actually pretty good, compared to a lot of other Troma films."
46,tt0098157,/review/rw1321303/?ref_=tt_urv,"Rabid Grannies is a fantastic comedy/horror film from Belgium, which has been (poorly) dubbed into English and distributed by Troma. Not only does this film possess one of the best titles in cinematic history, it also boasts innovative direction, great gore effects and some wonderfully tasteless humour."
47,tt0098157,/review/rw1351576/?ref_=tt_urv,"I'm not big into ""gore"" films (Italian zombie movies excepted) but ""Rabid Grannies"" can definitely be fun at times. There is nothing redeeming of value about this film whatsoever - it is made just for an excuse to film some disgusting scenes, but with a fun plot, nothing more, nothing less."
